question,strategy,coverage,completion_certificate,completion_reason,exit_ok,virtual_time_s,mean_clear_time_s,real_runtime_s,stations_visited,fallback_actions,distance_m,switches,measurements,clear_attempts,cleared,lost_signal,seed,N,scenario_origin
3,adaptive_q10,seven,True,coverage_and_clearing,True,4121.922368,317.07095138461534,0.3729122080258094,7,0,16879.611839878384,96,117,13,13,72,20260951,13,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,4014.850757,308.83467361538465,0.412423542002216,7,0,16419.253785030407,96,114,13,13,72,20260951,13,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,4149.783961,319.21415084615387,0.651802750013303,7,0,17068.919806768692,96,115,13,13,72,20260951,13,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,4085.057708,314.2352083076923,0.22536620899336413,7,0,16895.288538888057,96,109,13,13,72,20260951,13,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,4156.944117,319.76493207692306,0.36488229100359604,7,0,17329.72058697594,96,106,13,13,72,20260951,13,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,5262.667864,404.8206049230769,0.1569032920524478,7,0,22933.33932034325,96,103,13,13,72,20260952,13,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,4228.083787,325.23721438461536,0.21345929097151384,7,0,17635.41893718608,96,108,13,13,72,20260952,13,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,4274.066812,328.7743701538462,0.43488800001796335,7,0,17815.334057831886,96,110,13,13,72,20260952,13,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,4189.294052,322.2533886153846,0.25349112501135096,7,0,17341.470258664638,96,112,13,13,72,20260952,13,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,3986.702344,306.66941107692304,0.2326494589797221,7,0,16378.51172113628,96,110,13,13,72,20260952,13,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,4173.220211,321.01693930769227,0.5254706249688752,7,0,17211.10105485058,96,114,13,13,72,20260952,13,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,4026.7743,309.7518692307692,0.20325304102152586,7,0,16653.87149781028,96,107,13,13,72,20260952,13,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,4274.066812,328.7743701538462,0.459400583000388,7,0,17815.334057831886,96,110,13,13,72,20260952,13,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,5202.071969,400.1593822307692,0.1889752079732716,7,0,22800.35984580731,87,98,13,13,64,20260953,13,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,4322.678922,332.51376323076926,0.22028145799413323,7,0,18328.3946087522,87,101,13,13,64,20260953,13,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,4207.591337,323.66087207692306,0.4126021250267513,7,0,17752.956684735593,87,101,13,13,64,20260953,13,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,4231.63805,325.5106192307692,0.300414334051311,7,0,17673.19025015421,87,109,13,13,64,20260953,13,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,3864.493162,297.2687047692308,0.26198491698596627,7,0,15937.465807731063,87,105,13,13,64,20260953,13,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,4219.816521,324.60127084615385,0.6048689170274884,7,0,17589.082604569012,87,110,13,13,64,20260953,13,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,3986.691097,306.6685459230769,0.22122720803599805,7,0,16648.45548421147,87,101,13,13,64,20260953,13,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,4207.591337,323.66087207692306,0.41733008302981034,7,0,17752.956684735593,87,101,13,13,64,20260953,13,synthetic
3,adaptive,seven,True,upper_bound_16,True,5519.217735,344.9511084375,0.21061887498944998,6,0,24781.088675115847,73,82,16,16,43,20260954,16,synthetic
3,adaptive_q25,seven,True,upper_bound_16,True,4391.327014,274.457938375,0.22153662500204518,6,0,19116.635070974058,73,83,16,16,43,20260954,16,synthetic
3,adaptive_q25_fine,seven,True,upper_bound_16,True,4365.443887,272.8402429375,0.4321602080017328,6,0,18962.21943497519,73,84,16,16,43,20260954,16,synthetic
3,adaptive_q10,seven,True,upper_bound_16,True,4572.820399,285.8012749375,0.3675377080217004,6,0,19699.101992944834,73,96,16,16,43,20260954,16,synthetic
3,adaptive_q10_dynamic,seven,True,upper_bound_16,True,4318.727095,269.9204434375,0.2776682920521125,6,0,18628.63547299096,73,88,16,16,43,20260954,16,synthetic
3,adaptive_q10_dynamic_fine,seven,True,upper_bound_16,True,4581.058927,286.3161829375,0.7522601249511354,6,0,19715.294637044633,73,97,16,16,43,20260954,16,synthetic
3,adaptive_q25_dynamic,seven,True,upper_bound_16,True,4367.283531,272.9552206875,0.2730607920093462,6,0,18896.41765485708,73,87,16,16,43,20260954,16,synthetic
3,adaptive_q25_dynamic_fine,seven,True,upper_bound_16,True,4365.443887,272.8402429375,0.4193766670068726,6,0,18962.21943497519,73,84,16,16,43,20260954,16,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,5092.932775,462.99388863636364,0.16961291601182893,7,0,21979.663875654463,97,109,11,11,79,20260955,11,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,4417.735519,401.6123199090909,0.21622141695115715,7,0,18503.67759377702,97,113,11,11,79,20260955,11,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,4348.997459,395.3634053636364,0.3562377500347793,7,0,18209.987297245643,97,111,11,11,79,20260955,11,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,4541.803443,412.8912220909091,0.2256577499792911,7,0,19074.017217404817,97,115,11,11,79,20260955,11,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,4172.187316,379.28975599999995,0.1844772080075927,7,0,17350.936581575257,97,110,11,11,79,20260955,11,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,4488.656644,408.05969490909087,0.41439858300145715,7,0,18833.283221429843,97,114,11,11,79,20260955,11,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,4248.864949,386.2604499090909,0.16776695899898186,7,0,17759.324747298986,97,109,11,11,79,20260955,11,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,4348.997459,395.3634053636364,0.35684279102133587,7,0,18209.987297245643,97,111,11,11,79,20260955,11,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,6058.423588,432.74454199999997,0.18490225001005456,7,0,26812.117941460405,96,106,14,14,70,20260956,14,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,5116.495705,365.46397892857146,0.24475499999243766,7,0,21952.47852596675,96,112,14,14,70,20260956,14,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,5070.136774,362.1526267142857,0.48719283303944394,7,0,21745.68386898245,96,111,14,14,70,20260956,14,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,5343.392979,381.6709270714286,0.3656685829628259,7,0,22886.964895566838,96,120,14,14,70,20260956,14,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,4838.45269,345.6037635714286,0.27124849997926503,7,0,20562.26344994651,96,112,14,14,70,20260956,14,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,5239.409048,374.24350342857144,0.7024882090045139,7,0,22342.045240506657,96,121,14,14,70,20260956,14,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,4926.44094,351.8886385714286,0.26014866697369143,7,0,21027.204699506958,96,111,14,14,70,20260956,14,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,5070.136774,362.1526267142857,0.4980694999685511,7,0,21745.68386898245,96,111,14,14,70,20260956,14,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,4405.326865,440.5326865,0.13583887496497482,7,0,18481.634325062998,104,111,10,10,87,20260957,10,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,3788.420772,378.8420772,0.18700462498236448,7,0,15272.10385750655,104,116,10,10,87,20260957,10,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,3736.065091,373.6065091,0.3588547079707496,7,0,15010.325456639528,104,116,10,10,87,20260957,10,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,3852.491809,385.2491809,0.24427004205062985,7,0,15492.459047252847,104,120,10,10,87,20260957,10,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,3657.229363,365.7229363,0.27309029101161286,7,0,14516.146814272952,104,120,10,10,87,20260957,10,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,3829.909339,382.99093389999996,0.5109843750251457,7,0,15379.546692524249,104,120,10,10,87,20260957,10,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,3741.80755,374.180755,0.19184991699876264,7,0,15064.03774832113,104,115,10,10,87,20260957,10,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,3736.065091,373.6065091,0.4371742919902317,7,0,15010.325456639528,104,116,10,10,87,20260957,10,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,5281.259746,406.2507496923077,0.201143707963638,7,0,22976.2987299497,96,105,13,13,73,20260958,13,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,4518.512675,347.5778980769231,0.2457900419831276,7,0,19062.56337375947,96,109,13,13,73,20260958,13,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,4416.635676,339.74120584615383,0.5127082919934765,7,0,18578.178382493883,96,108,13,13,73,20260958,13,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,4493.183957,345.6295351538462,0.37314262497238815,7,0,18660.919787310224,96,120,13,13,73,20260958,13,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,4188.178702,322.16759246153845,0.3014034159714356,7,0,17310.89350773171,96,113,13,13,73,20260958,13,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,4419.133535,339.9333488461538,0.7488475830177777,7,0,18315.667673765674,96,119,13,13,73,20260958,13,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,4243.309683,326.4084371538462,0.2609174170065671,7,0,17661.548415000194,96,110,13,13,73,20260958,13,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,4416.635676,339.74120584615383,0.4807304999558255,7,0,18578.178382493883,96,108,13,13,73,20260958,13,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,4775.720083,341.1228630714286,0.24332725000567734,7,0,20748.600414072105,86,94,14,14,60,20260959,14,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,4022.37504,287.3125028571429,0.3143871669890359,7,0,16906.87520147638,86,97,14,14,60,20260959,14,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,3903.294234,278.806731,0.46244624996325,7,0,16361.47116892398,86,95,14,14,60,20260959,14,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,4036.113786,288.29384185714287,0.4212279579951428,7,0,16700.568932301772,86,108,14,14,60,20260959,14,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,3748.129473,267.72353378571427,0.35925137501908466,7,0,15310.647364782348,86,106,14,14,60,20260959,14,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,4013.986742,286.7133387142857,0.8354666249942966,7,0,16539.93370901661,86,110,14,14,60,20260959,14,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,3737.829833,266.9878452142857,0.29259949998231605,7,0,15409.149163047858,86,100,14,14,60,20260959,14,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,3903.294234,278.806731,0.4688783750170842,7,0,16361.47116892398,86,95,14,14,60,20260959,14,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,5623.358891,401.6684922142857,0.2191863750340417,7,0,24936.794455820793,86,96,14,14,60,20260960,14,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,4819.359286,344.23994899999997,0.23778033396229148,7,0,20891.796429795602,86,97,14,14,60,20260960,14,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,4730.303166,337.87879757142855,0.4715831249486655,7,0,20421.515831068296,86,98,14,14,60,20260960,14,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,4873.854484,348.13246314285715,0.40095154201844707,7,0,20839.272422233633,86,110,14,14,60,20260960,14,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,4480.90865,320.0649035714286,0.29972937499405816,7,0,19099.543249228922,86,101,14,14,60,20260960,14,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,4823.733973,344.55242664285714,0.8462262499961071,7,0,20638.66986734548,86,108,14,14,60,20260960,14,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,4565.96389,326.14027785714285,0.22728300001472235,7,0,19599.819447564052,86,98,14,14,60,20260960,14,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,4730.303166,337.87879757142855,0.4748057919787243,7,0,20421.515831068296,86,98,14,14,60,20260960,14,synthetic
